File;ORM_check;ORM;IRM_check;IRM;Folder;File date
riskjourneytool change3426.xlsm;ORM;No;IRM;Yes;Document & Content Services/Process change/2024-11-25 ECO Portal. From Captiva to Enterprise Content Orchestration;2025-04-08 16:45:25
