Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Personal Data;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Contract;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Inform Supervisory Authority;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Finance;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
General Risk Identification & Assessment;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
IT;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Pricing;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Stakeholder Assessment;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Risk Summary & Approval;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Model Risk;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Third-Party Data Processing;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
Communication to Customers;True;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
End User Computing;False;riskjourneytool change3438.xlsm;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;2024-12-04 19:40:13
