File;ORM_check;ORM;IRM_check;IRM;Folder;File date
riskjourneytool change3769.xlsm;ORM;No;IRM;Yes;Beleggingsdiensten/ING Investment Office/2025-03-24 SFDR 2.17 definition modification;2025-04-16 06:47:44
