File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3412.xlsm;ORM;No;No;IRM;No;nan;Beleggingsrekeningen/Eenvoudig Beleggen/2024-11-21 Portfolio Insigts EB;2024-11-27 10:59:20
