File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3482-wpo1l5cg41448wy.xlsm;ORM;No;No;IRM;Yes;nan;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
