Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Personal Data;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Contract;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Inform Supervisory Authority;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Finance;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
General Risk Identification & Assessment;True;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
IT;True;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Pricing;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Stakeholder Assessment;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Risk Summary & Approval;True;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Model Risk;True;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Third-Party Data Processing;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
Communication to Customers;True;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
End User Computing;False;riskjourneytool change3801.xlsm;Customer IT Systems & Processes/Process change/2025-03-31 TTM expansion to customers;2025-04-29 16:34:00
