Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Personal Data;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Contract;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Inform Supervisory Authority;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Finance;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
General Risk Identification & Assessment;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
IT;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Pricing;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Stakeholder Assessment;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Risk Summary & Approval;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Model Risk;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Third-Party Data Processing;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
Communication to Customers;True;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
End User Computing;False;riskjourneytool change3875.xlsm;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;2025-04-18 09:50:03
