File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3512.xlsm;ORM;No;No;IRM;No;nan;Digital Sales/Investments - Verdi/2024-12-19 Eenvoudig Beleggen fondsentool;2025-04-15 18:10:40
