Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Personal Data;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Contract;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Inform Supervisory Authority;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Finance;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
General Risk Identification & Assessment;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
IT;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Pricing;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Stakeholder Assessment;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Risk Summary & Approval;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Model Risk;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Third-Party Data Processing;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
Communication to Customers;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
End User Computing;False;riskjourneytool change3749.xlsm;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;2025-03-18 10:53:23
