Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Personal Data;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Contract;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Inform Supervisory Authority;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Finance;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
General Risk Identification & Assessment;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
IT;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Pricing;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Stakeholder Assessment;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Risk Summary & Approval;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Model Risk;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Third-Party Data Processing;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
Communication to Customers;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
End User Computing;False;riskjourneytool change3852.xlsm;Z_Other/Tribe Business Lending/2025-04-07 MTL Internal ING accounts;2025-04-29 10:36:09
