File;ORM_check;ORM;IRM_check;IRM;Folder;File date
riskjourneytool change3427.xlsm;ORM;No;IRM;No;Digital Sales/Consumer Loans/2024-11-26 Loans  SEO optimized pages;2024-12-13 13:05:48
