Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Personal Data;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Contract;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Inform Supervisory Authority;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Finance;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
General Risk Identification & Assessment;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
IT;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Pricing;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Stakeholder Assessment;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Risk Summary & Approval;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Model Risk;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Third-Party Data Processing;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
Communication to Customers;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
End User Computing;False;riskjourneytool change3597.xlsm;Collections/Process change/2025-01-30 Monitoring suitablility and use of overdraft;2025-03-07 17:39:00
