Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Personal Data;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Contract;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Inform Supervisory Authority;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Finance;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
General Risk Identification & Assessment;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
IT;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Pricing;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Stakeholder Assessment;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Risk Summary & Approval;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Model Risk;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Third-Party Data Processing;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
Communication to Customers;True;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
End User Computing;False;riskjourneytool change3622.xlsm;Digital Sales/Consumer Loans/2025-02-06 Changes in paid media loans Q1;2025-02-06 14:15:13
