Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Personal Data;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Contract;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Inform Supervisory Authority;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Finance;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
General Risk Identification & Assessment;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
IT;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Pricing;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Stakeholder Assessment;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Risk Summary & Approval;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Model Risk;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Third-Party Data Processing;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
Communication to Customers;True;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
End User Computing;False;riskjourneytool change3566.xlsm;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 ACE EB  Quarterly return update email  Q42024;2025-04-03 17:39:32
