Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Personal Data;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Contract;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Inform Supervisory Authority;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Finance;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
General Risk Identification & Assessment;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
IT;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Pricing;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Stakeholder Assessment;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Risk Summary & Approval;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Model Risk;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Third-Party Data Processing;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
Communication to Customers;True;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
End User Computing;False;riskjourneytool change3752.xlsm;Digital Sales/Investments - Verdi/2025-03-17 Ghost account Self Invest;2025-04-07 16:50:41
