File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3648.xlsm;ORM;Yes;No;IRM;No;nan;Current accounts/Betaalrekening/2025-02-13 Removal ECO3 and ECO4 checks;2025-03-17 19:12:34
