Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Personal Data;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Contract;True;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Inform Supervisory Authority;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Finance;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
General Risk Identification & Assessment;True;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
IT;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Pricing;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Stakeholder Assessment;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Risk Summary & Approval;True;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Model Risk;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Third-Party Data Processing;True;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
Communication to Customers;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
End User Computing;False;riskjourneytool change3482-wpo1l5cg41448wy.xlsm;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2024-12-11 Worldline POS Acquiring in Cloud;2024-12-13 11:06:47
