File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3750.xlsm;ORM;No;0;IRM;No;nan;Beleggingsdiensten/Z_Other/2025-03-17 Overzicht Opgaaf Werkelijk Rendement (OWR) beleggingen per jaar;2025-03-17 16:23:03
