Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
General Risk Identification;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
Stakeholder Assessment;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
(Management) Processes;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
ESG;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
Risk Summary & Approval;True;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;Value Risk Journey;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;2024-08-19 Intermediate Review product;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;Hypotheken - WUB;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;WUB Lage Lasten Hypotheek;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
;Tribe Mortgages;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;2025-04-07 14:57:35
