Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Personal Data;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Contract;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Inform Supervisory Authority;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Finance;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
General Risk Identification & Assessment;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
IT;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Pricing;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Stakeholder Assessment;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Risk Summary & Approval;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Model Risk;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Third-Party Data Processing;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
Communication to Customers;True;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
End User Computing;False;riskjourneytool change3754.xlsm;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;2025-03-27 08:08:33
