File;ORM_check;ORM;IRM_check;IRM;Folder;File date
riskjourneytool change3412.xlsm;ORM;No;IRM;No;Beleggingsrekeningen/Eenvoudig Beleggen/2024-11-21 Portfolio Insigts EB;2024-11-27 10:59:20
