Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Personal Data;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Contract;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Inform Supervisory Authority;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Finance;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
General Risk Identification & Assessment;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
IT;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Pricing;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Stakeholder Assessment;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Risk Summary & Approval;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Model Risk;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Third-Party Data Processing;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
Communication to Customers;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
End User Computing;False;riskjourneytool change3501.xlsm;Digital Sales/Consumer Loans/2024-12-17 Lenen  oversluiten productpagina;2024-12-17 15:09:19
