Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
General Risk Identification;False;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
Stakeholder Assessment;False;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
(Management) Processes;False;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
ESG;False;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
Risk Summary & Approval;True;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;Value Risk Journey;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;2024-12-09 Intermediate Review product;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;Beleggingsrekeningen;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;Vermogensbeheer;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;False;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
;Tribe Investments;riskjourneytool review .xlsm;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;2025-04-23 12:02:21
