File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3785.xlsm;ORM;No;0;IRM;Yes;nan;Real Estate/Process change/2025-03-27 Target new REF loan applications Process in PEGA  Phase 1 (Epic 7813580);2025-04-29 16:36:37
