File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3863.xlsm;ORM;No;0;IRM;No;nan;Beleggingsrekeningen/Eenvoudig Beleggen/2025-04-09 EB fund name change  closed environment;2025-04-23 15:55:30
