Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Personal Data;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Contract;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Inform Supervisory Authority;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Finance;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
General Risk Identification & Assessment;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
IT;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Pricing;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Stakeholder Assessment;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Risk Summary & Approval;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Model Risk;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Third-Party Data Processing;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
Communication to Customers;True;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
End User Computing;False;riskjourneytool change3449.xlsm;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;2024-12-12 09:52:00
