Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Personal Data;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Contract;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Inform Supervisory Authority;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Finance;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
General Risk Identification & Assessment;True;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
IT;True;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Pricing;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Stakeholder Assessment;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Risk Summary & Approval;True;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Model Risk;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Third-Party Data Processing;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
Communication to Customers;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
End User Computing;False;riskjourneytool change3859.xlsm;Fraud/Process change/2025-04-09 Verify Mobile nr  Add verification step in Change mobile number journey (7906833);2025-04-29 11:58:17
