File;ORM_check;ORM_invited;ORM_part_of_risk_asses;IRM_check;IRM_invited;IRM_part_of_risk_asses;Folder;File date
riskjourneytool change3618.xlsm;ORM;No;0;IRM;No;nan;Customer IT Systems & Processes/Other/2025-02-06 Adding web and minors to GenAI chatbot;2025-04-22 10:58:23
