File;ORM_check;ORM;IRM_check;IRM;Folder;File date
riskjourneytool change3505.xlsm;ORM;Yes;IRM;Yes;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2024-12-19 IBAN for Payments;2024-12-20 16:51:28
